# id,x,y
54,1874.41,4138.5
55,3978.1,2870.65
56,2247.36,1134.74
58,4035.68,4094.94
59,4228.89,3266.18
61,2703.72,5000.67
63,1516.21,4523.67
64,2590.09,4516.72
65,3119.59,4325.89
66,3592.8,3824.15
69,3742.94,3395.02
71,2559.55,4278.61
72,1976.4,5355.87
73,1930.74,5676.3
74,3373.53,3214.13
1040,2369.56,1141.26
1041,2354.52,956
1042,2313.78,876.593
1043,2313.11,744
1044,2315.42,683.318
1045,2796.08,774.902
1046,2368.7,1041.48
75,2196.75,765.009
76,1900.26,757.068
77,1724.81,654.327
1047,2044.44,671.429
1048,1899.21,666.865
1049,1721.83,667.262
78,2466.67,750.555
1050,2464.12,1142.09
1051,2584.66,1144.35
1052,2697.46,1160.53
1053,2793.13,1195.24
1054,2826.94,1339.27
1055,2967.8,1389.55
1056,3062.82,1407.69
1057,3410.07,1411.66
1058,3429.9,1677.27
1059,3444.89,1769.33
1060,3728.57,1687.68
1061,3463.56,2105.33
1062,3484,2356.89
1063,3496.44,2571.11
1064,3460.89,2729.33
1065,3412.14,1555.07
1066,3032.19,1806.72
1067,2988.9,1684.91
1068,2974.89,1546.04
1069,2635.31,2026.91
1070,2504.95,3303.05
1071,2456.56,2905.38
1072,2954.74,3364.21
1073,3118.44,3330.95
1074,3475.83,3257.85
1075,3777.54,3235.44
1076,3759.43,2819.41
1077,3747.69,2334.36
1078,3952.57,3228.76
1079,4533.92,3194.51
1080,2808.53,1275.53
1081,2889.21,1368.56
1082,3005.73,1753.17
79,2781.23,3645.56
1083,2727.59,3650.19
1084,3014.56,3653.11
1085,3183.93,3622.19
1086,3484.67,3578.67
1087,2988.75,3523.96
1088,3153.84,3496.09
1089,3437.44,3361.54
1090,3474.1,3135.9
1091,3447.95,2997.44
1092,3446.92,2871.79
1093,3428.97,2788.97
1094,3488.97,2651.79
1095,3369.44,2864.44
1096,3260.56,3025.56
1097,3195,3134.44
80,3250,3173.15
1098,3095.11,3142.44
1099,3116,3238.89
1100,2836.34,3047.88
1101,2762.44,3044.44
1102,2726,3072
1103,2719.33,3140
1104,2779.11,3251.11
1105,2844.89,3322.22
1106,2897.78,3370.67
1107,2792.63,2948.42
1108,2752.63,2838.95
1109,2757.54,2770.88
1110,2785.61,2682.46
1111,2810.88,2601.05
1112,2818.6,2541.75
1113,2819.3,2465.96
1114,2810.18,2377.54
1115,2815.09,2314.39
1116,2763.16,2280
1117,2692.28,2273.68
1118,2937.19,2425.26
1119,3062.81,2541.75
1120,3146.32,2590.88
1121,3233.33,2628.07
1122,3292.28,2644.21
1123,3382.81,2682.81
1124,2650.63,3499.13
81,3068.51,1350.8
82,3184.6,1350.8
1125,3186.44,1420.23
1126,3283.91,1421.15
1127,2550.2,3715.69
1128,2443.14,3712.94
1129,1749.71,3697.84
1130,1749.18,4178.97
1131,1751.97,4489.7
1133,1754.24,5134.55
1137,1207.55,773.585
1138,1207.55,773.585
1139,1207.55,773.585
1140,1207.55,773.585
10,2834.42,4474.24
22,3948.25,4278.41
23,3991.43,4571.75
50,3907.62,4665.71
43,3339.73,3871.23
52,3170.49,4023.77
57,2934.22,3258.31
60,2344.34,4158.8
62,2034.51,5215.75
67,1568.92,5352.07
68,1617.55,5540.93
70,1347.96,5629.25
83,1726.45,5704.09
1141,3029.02,3260.9
1142,3948.82,3014.41
1143,3945.38,2868.17
1144,3942.8,2792.47
1145,4036.56,2792.47
1146,4219.14,3211.4
1148,3687.95,3663.37
1149,3866.27,3637.35
1150,3888.43,3840.72
1151,3751.4,4171.18
1152,3998.28,4160
1153,4055.05,4295.05
1154,4098.71,4530.54
1155,4092.69,4564.95
1156,3902.58,4558.92
1157,3899.14,4461.72
1158,3898.28,4364.52
1159,4064.3,4367.96
1160,4029.03,4226.88
1161,4040.22,4262.15
1162,3740,4358.49
1163,3745.16,4534.84
1164,4016.31,3601.94
1165,4014.76,3486.21
1166,4005.44,3336.31
1167,4003.88,3225.24
1170,3236.87,3879.52
1172,3013.12,4589.68
1173,3020,4763.44
1174,3019.14,4975.91
1175,3017.95,4901.25
1176,2849.46,4584.95
1177,2671.4,4589.25
1178,2670.24,4806
1179,2667.1,4996.13
1180,2586.55,4477.06
1181,2673.12,4535.48
1182,2670.97,4886.97
1183,2669.68,4717.2
1184,2444.34,3949.87
1185,2442.26,4156.98
1186,2437.74,4481.41
1187,2434.72,4584.15
1188,2443.62,4720.51
1190,2440,4803.23
1191,2442.8,4879.86
1192,2294.87,3621.77
1193,2292.74,3706.02
1194,2108.17,4168.39
1195,1919.57,4487.96
1196,2102.2,4482.95
1197,2100.81,5020.98
1198,2093.28,5258.13
1199,2098.3,5464.71
1200,2088.5,5621.57
1201,2020,5694.25
1203,1932.03,5942.93
1204,1929.43,5727.28
1206,1754.31,5566.99
1207,1572.44,5568.87
1210,1397.42,5794.62
1211,1815.52,5684.76
1213,1616.76,5568.44
1214,2458.71,5295.91
1215,2411.4,5324.3
1216,2296.13,5279.57
1217,2092.67,5314.67
1218,2165.56,5301.33
1219,2093.47,5174.75
1221,1927.2,5357.2
1222,1756.12,5254.5
1223,1754.73,5201.25
1225,2099.67,4855.5
1226,2099,4715.5
1228,1749.4,4957.8
1229,1447.71,4491.57
1230,1418.8,4374.94
1231,1424.58,4266.02
1232,1549.88,4256.39
1233,1591.33,4207.23
1234,1685.78,4219.76
1235,1875.53,4172.62
1236,979.365,3680.63
1237,2355.62,4481.37
1238,2438.9,4423.35
1239,2440.49,4278.4
1240,2684.91,4279.39
1241,2566.13,4154.72
1242,2545.52,4474.72
1243,3178.61,4081.85
1244,2715.38,5175.1
1245,3200,4968.82
1246,3023.66,5197.63
1247,1517.34,4490.98
1251,1749.8,5033.46
1253,1509.57,5646.29
1254,1430.71,5640.57
25,1821.5,5033.67
1255,1926.89,5032.33
1256,2031.67,5261.33
1257,2445.6,4998.4
1258,2627.22,4151.67
1259,3542.56,3838.78
1260,3373.89,4046.33
1262,3566.33,3948.56
1263,3266,4007.89
1264,1755.71,5354.6
